NAME, CTRL_OSC1WAVEFORM, CTRL_OSC1PULSEWIDTH, CTRL_OSC1FREQUENCYMOD, CTRL_OSC1PWMOD, CTRL_OSC2WAVEFORM, CTRL_OSC2PULSEWIDTH, CTRL_OSC2FREQUENCYMOD, CTRL_OSC2PWMOD, CTRL_OSC2TUNEFINE, CTRL_OSC2TUNECOARSE, CTRL_OSC2SYNC, CTRL_NOISE, CTRL_OSCMIX, CTRL_OSCSPLIT, CTRL_FILTERCUTOFF, CTRL_FILTERRESONANCE, CTRL_FILTERLFOMOD, CTRL_FILTERVELOCITYMOD, CTRL_FILTERKEYBEDTRACK, CTRL_FILTERATTACK, CTRL_FILTERDECAY, CTRL_FILTERSUSTAIN, CTRL_FILTERRELEASE, CTRL_AMPATTACK, CTRL_AMPDECAY, CTRL_AMPSUSTAIN, CTRL_AMPRELEASE, CTRL_AMPLFOMOD, CTRL_LFOWAVEFORM, CTRL_LFOFREQUENCY, CTRL_LFOTEMPOSYNC, CTRL_FXTYPE, CTRL_FXPARAM1, CTRL_FXPARAM2, CTRL_FXMIX
default, 0, 127, 0, 0, 0, 127, 0, 0, 64, 64, 0, 0, 64, 0, 127, 0, 0, 0, 0, 0, 0, 127, 0, 2, 2, 127, 2, 0, 0, 0, 0, 0, 0, 0, 0
